ID,Name,Description,Era,Predecessor_ID,Status,Syntropy_Score,Catalytic_Potential,Structural_Pattern,Properties,Req_Material,Req_Process,Impact_Map,Invention_Reason,Social_Context,Drawbacks,Side_Effects,External_Data_Link,Req_Infrastructure,Req_Science,Bill_of_Materials,Potential_Realization_Rate
PART-RES_0201_100kOHM,Resistor 100kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '100000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_120kOHM,Resistor 120kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '120000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_150kOHM,Resistor 150kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '150000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_180kOHM,Resistor 180kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '180000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_220kOHM,Resistor 220kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '220000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_270kOHM,Resistor 270kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '270000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_330kOHM,Resistor 330kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '330000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_390kOHM,Resistor 390kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '390000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_470kOHM,Resistor 470kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '470000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_560kOHM,Resistor 560kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '560000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_680kOHM,Resistor 680kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '680000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_820kOHM,Resistor 820kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '820000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_1MOHM,Resistor 1MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '1000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_1.2MOHM,Resistor 1.2MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '1200000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_1.5MOHM,Resistor 1.5MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '1500000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_1.8MOHM,Resistor 1.8MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '1800000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_2.2MOHM,Resistor 2.2MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '2200000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_2.7MOHM,Resistor 2.7MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '2700000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_3.3MOHM,Resistor 3.3MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '3300000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_3.9MOHM,Resistor 3.9MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '3900000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_4.7MOHM,Resistor 4.7MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '4700000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_5.6MOHM,Resistor 5.6MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '5600000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_6.8MOHM,Resistor 6.8MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '6800000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_8.2MOHM,Resistor 8.2MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '8200000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_10MOHM,Resistor 10MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '10000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_12MOHM,Resistor 12MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '12000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_15MOHM,Resistor 15MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '15000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_18MOHM,Resistor 18MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '18000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_22MOHM,Resistor 22MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '22000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_27MOHM,Resistor 27MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '27000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_33MOHM,Resistor 33MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '33000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_39MOHM,Resistor 39MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '39000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_47MOHM,Resistor 47MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '47000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_56MOHM,Resistor 56MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '56000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_68MOHM,Resistor 68MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '68000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_82MOHM,Resistor 82MΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '82000000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_10OHM,Resistor 10Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '10 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_12OHM,Resistor 12Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '12 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_15OHM,Resistor 15Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '15 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_18OHM,Resistor 18Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '18 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_22OHM,Resistor 22Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '22 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_27OHM,Resistor 27Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '27 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_33OHM,Resistor 33Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '33 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_39OHM,Resistor 39Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '39 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_47OHM,Resistor 47Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '47 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_56OHM,Resistor 56Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '56 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_68OHM,Resistor 68Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '68 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0402_82OHM,Resistor 82Ω 0402,Thick film resistor. Package 0402.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,2.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '82 Ohm', 'Package': '0402', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
