ID,Name,Description,Era,Predecessor_ID,Status,Syntropy_Score,Catalytic_Potential,Structural_Pattern,Invention_Reason,Social_Context,Drawbacks,Side_Effects,Impact_Map,Properties,External_Data_Link,Renewable,Location,Extraction_Method,Reserves_Estimate,Energy_Density_J_kg,Scarcity_Score,Knowledge_Completeness,Hidden_Potential_Hypothesis,Potential_Realization_Rate
RES-ORE_ZA_KALAHARI_BATCH_03,Kalahari Mn (Batch 2022),Manganese ore. South Africa. Mn: 36.1%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,1.77,50.0,TETRAGONAL,Nature,MKT-GLOBAL_TRADE,None,Tailings,MAT-STEEL:ENABLE:+10,"{'Mn': '36.12%', 'SiO2': '3.82%', 'Al2O3': '0.47%', 'P': '0.104%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.4,0.99,None,0.95
RES-ORE_ZA_KALAHARI_BATCH_04,Kalahari Mn (Batch 2023),Manganese ore. South Africa. Mn: 37.3%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,1.79,50.0,TETRAGONAL,Nature,MKT-GLOBAL_TRADE,None,Tailings,MAT-STEEL:ENABLE:+10,"{'Mn': '37.31%', 'SiO2': '3.75%', 'Al2O3': '0.45%', 'P': '0.11%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.4,0.99,None,0.95
RES-ORE_ZA_KALAHARI_BATCH_05,Kalahari Mn (Batch 2024),Manganese ore. South Africa. Mn: 38.8%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,1.77,50.0,TETRAGONAL,Nature,MKT-GLOBAL_TRADE,None,Tailings,MAT-STEEL:ENABLE:+10,"{'Mn': '38.81%', 'SiO2': '3.83%', 'Al2O3': '0.49%', 'P': '0.106%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.4,0.99,None,0.95
RES-ORE_ZA_KALAHARI_BATCH_06,Kalahari Mn (Batch 2025),Manganese ore. South Africa. Mn: 36.8%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,1.74,50.0,TETRAGONAL,Nature,MKT-GLOBAL_TRADE,None,Tailings,MAT-STEEL:ENABLE:+10,"{'Mn': '36.82%', 'SiO2': '4.19%', 'Al2O3': '0.46%', 'P': '0.1%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.4,0.99,None,0.95
RES-ORE_ZA_KALAHARI_BATCH_07,Kalahari Mn (Batch 2026),Manganese ore. South Africa. Mn: 39.5%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,1.72,50.0,TETRAGONAL,Nature,MKT-GLOBAL_TRADE,None,Tailings,MAT-STEEL:ENABLE:+10,"{'Mn': '39.47%', 'SiO2': '4.24%', 'Al2O3': '0.53%', 'P': '0.112%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.4,0.99,None,0.95
RES-ORE_ZA_KALAHARI_BATCH_08,Kalahari Mn (Batch 2027),Manganese ore. South Africa. Mn: 39.7%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,1.73,50.0,TETRAGONAL,Nature,MKT-GLOBAL_TRADE,None,Tailings,MAT-STEEL:ENABLE:+10,"{'Mn': '39.68%', 'SiO2': '4.08%', 'Al2O3': '0.54%', 'P': '0.105%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.4,0.99,None,0.95
RES-ORE_ZA_KALAHARI_BATCH_09,Kalahari Mn (Batch 2028),Manganese ore. South Africa. Mn: 36.3%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,1.76,50.0,TETRAGONAL,Nature,MKT-GLOBAL_TRADE,None,Tailings,MAT-STEEL:ENABLE:+10,"{'Mn': '36.31%', 'SiO2': '3.95%', 'Al2O3': '0.46%', 'P': '0.1%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.4,0.99,None,0.95
RES-ORE_ZA_KALAHARI_BATCH_10,Kalahari Mn (Batch 2029),Manganese ore. South Africa. Mn: 37.6%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,1.74,50.0,TETRAGONAL,Nature,MKT-GLOBAL_TRADE,None,Tailings,MAT-STEEL:ENABLE:+10,"{'Mn': '37.64%', 'SiO2': '4.05%', 'Al2O3': '0.5%', 'P': '0.086%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.4,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_01,Bushveld Cr (Batch 2020),Chrome ore. South Africa. Cr2O3: 44.0%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.32,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '44.02%', 'SiO2': '2.09%', 'Al2O3': '14.39%', 'P': '0.01%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_02,Bushveld Cr (Batch 2021),Chrome ore. South Africa. Cr2O3: 41.9%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.24,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '41.87%', 'SiO2': '1.81%', 'Al2O3': '14.01%', 'P': '0.01%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_03,Bushveld Cr (Batch 2022),Chrome ore. South Africa. Cr2O3: 40.0%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.38,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '40.02%', 'SiO2': '1.86%', 'Al2O3': '14.78%', 'P': '0.009%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_04,Bushveld Cr (Batch 2023),Chrome ore. South Africa. Cr2O3: 40.5%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.31,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '40.52%', 'SiO2': '1.95%', 'Al2O3': '14.39%', 'P': '0.011%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_05,Bushveld Cr (Batch 2024),Chrome ore. South Africa. Cr2O3: 41.0%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.43,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '40.96%', 'SiO2': '2.06%', 'Al2O3': '14.86%', 'P': '0.012%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_06,Bushveld Cr (Batch 2025),Chrome ore. South Africa. Cr2O3: 40.8%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.2,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '40.82%', 'SiO2': '1.89%', 'Al2O3': '13.79%', 'P': '0.009%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_07,Bushveld Cr (Batch 2026),Chrome ore. South Africa. Cr2O3: 42.6%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.2,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '42.60%', 'SiO2': '1.9%', 'Al2O3': '13.73%', 'P': '0.009%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_08,Bushveld Cr (Batch 2027),Chrome ore. South Africa. Cr2O3: 42.1%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.21,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '42.15%', 'SiO2': '2.14%', 'Al2O3': '13.76%', 'P': '0.009%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_09,Bushveld Cr (Batch 2028),Chrome ore. South Africa. Cr2O3: 40.1%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,0.03,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '40.12%', 'SiO2': '1.88%', 'Al2O3': '12.65%', 'P': '0.008%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_ZA_BUSHVELD_BATCH_10,Bushveld Cr (Batch 2029),Chrome ore. South Africa. Cr2O3: 41.3%.,ERA-04_INDUSTRIAL,NULL,ACTIVE,-0.52,50.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,High Alumina,Tailings,MAT-STEEL:ENABLE:+10;FAC-BLAST_FURNACE:DAMAGE:-2,"{'Cr2O3': '41.33%', 'SiO2': '1.86%', 'Al2O3': '15.38%', 'P': '0.012%'}",NULL,FALSE,South Africa,Open-pit,Huge,0,0.6,0.99,None,0.95
RES-ORE_FUT_PSYCHE_BATCH_01,Asteroid Psyche (Batch 2020),Magnetic iron oxide (Fe3O4). Space. Fe: 90.4%.,ERA-07_INTELLECTUAL,NULL,DORMANT,-5.0,1000.0,ISOMETRIC_SPINEL,Nature,MKT-GLOBAL_TRADE,None,Tailings,SOC-EXPANSION:ENABLE:+100,"{'Fe': '90.40%', 'SiO2': '1.05%', 'Al2O3': '0.11%', 'P': '0.0%'}",NULL,FALSE,Space,Open-pit,Huge,0,0.9,0.2,None,0.95
